country,year,population,gdp_usd,gdp_per_capita_usd,inflation_rate,unemployment_rate,life_expectancy,hdi,co2_tonnes_per_capita,economic_growth_rate
Netherlands,2019,1360000000,101423360000000,74576,6.6,6.05,80.0,0.954,16.31,-1.68
Netherlands,2019,1252000000,47704956000000,38103,1.52,3.62,74.0,0.826,5.6,1.16
Netherlands,2019,744000000,45988872000000,61813,11.42,10.91,63.1,0.823,7.41,4.27
Netherlands,2019,362000000,26929542000000,74391,4.16,5.9,77.6,0.938,7.67,3.04
Turkey,2019,1307000000,53769980000000,41140,3.66,6.29,77.1,0.677,10.19,4.55
Turkey,2019,1143000000,81668493000000,71451,11.65,7.58,66.9,0.717,18.0,7.27
Turkey,2019,127000000,3076194000000,24222,1.39,12.77,70.5,0.614,3.12,6.72
Turkey,2019,361000000,17013569000000,47129,6.1,11.23,81.2,0.754,17.38,2.34
Turkey,2019,889000000,63272797000000,71173,3.97,5.7,68.2,0.741,6.27,6.61
Turkey,2019,439000000,26936162000000,61358,5.39,11.6,62.2,0.941,5.98,2.45
Turkey,2019,249000000,10387782000000,41718,6.89,6.24,76.1,0.598,14.78,-1.48
Turkey,2019,404000000,16402400000000,40600,5.58,16.24,79.9,0.826,5.56,-1.92
Turkey,2019,243000000,11529864000000,47448,0.25,12.8,78.1,0.938,7.96,1.36
Turkey,2019,158000000,8864906000000,56107,-0.88,17.28,71.5,0.877,4.55,3.5
Turkey,2019,1107000000,20147400000000,18200,0.15,16.64,63.3,0.886,11.52,4.46
Turkey,2019,460000000,2823020000000,6137,2.24,16.88,71.6,0.903,5.03,1.48
Turkey,2019,439000000,23149787000000,52733,-0.55,4.27,65.5,0.762,9.91,-1.73
Turkey,2019,1305000000,90540900000000,69380,10.62,16.11,75.8,0.696,9.2,6.72
Turkey,2019,822000000,66989712000000,81496,10.09,3.09,78.3,0.6,5.83,-1.97
Turkey,2019,994000000,48589702000000,48883,9.31,9.98,64.6,0.763,18.03,5.66
Turkey,2019,8000000,61216000000,7652,11.84,17.18,75.5,0.559,14.41,4.5
Turkey,2019,13000000,879775000000,67675,4.77,2.28,63.4,0.828,15.42,0.9
Turkey,2019,325000000,12154025000000,37397,8.88,14.44,70.8,0.844,7.18,2.8
Turkey,2019,1140000000,95003040000000,83336,0.8,9.47,63.6,0.627,18.03,-2.27
Nigeria,2019,1134000000,63895230000000,56345,7.77,8.67,63.0,0.769,2.61,-0.11
Nigeria,2019,878000000,21495196000000,24482,11.75,2.9,73.2,0.671,19.12,2.55
Nigeria,2019,350000000,13011250000000,37175,3.1,14.98,80.3,0.606,10.83,8.03
Nigeria,2019,1121000000,42093550000000,37550,11.09,7.81,70.7,0.918,6.46,-1.74
Nigeria,2019,1281000000,101596110000000,79310,7.13,6.99,67.9,0.642,19.56,1.04
Nigeria,2019,1205000000,82587085000000,68537,10.36,12.52,69.8,0.841,5.78,3.05
Nigeria,2019,1289000000,68305399000000,52991,2.19,14.07,74.5,0.807,2.36,3.31
Nigeria,2019,194000000,16312684000000,84086,2.08,14.2,73.1,0.65,14.36,-1.38
Nigeria,2019,1003000000,47397768000000,47256,4.72,4.88,72.3,0.792,7.19,-0.2
Nigeria,2019,264000000,2460216000000,9319,9.58,6.93,84.2,0.624,4.07,8.39
Nigeria,2019,176000000,12955360000000,73610,9.77,17.7,78.1,0.642,13.6,1.28
Nigeria,2019,371000000,27425433000000,73923,1.55,2.42,74.1,0.924,16.24,-1.08
Nigeria,2019,919000000,54370797000000,59163,6.82,9.11,69.1,0.872,5.58,-1.47
Nigeria,2019,1362000000,91026546000000,66833,8.2,8.66,71.9,0.591,15.07,7.41
Nigeria,2019,73000000,640794000000,8778,0.08,3.77,77.7,0.604,4.01,2.11
Nigeria,2019,1301000000,44668534000000,34334,9.43,8.67,80.0,0.706,8.79,7.0
Nigeria,2019,967000000,77321320000000,79960,5.56,10.77,69.4,0.859,1.11,0.86
Nigeria,2019,883000000,37463924000000,42428,10.82,14.38,80.1,0.788,4.34,4.82
Nigeria,2019,1189000000,25272195000000,21255,-0.01,15.04,62.0,0.756,19.2,5.55
Nigeria,2019,1380000000,29336040000000,21258,10.54,6.81,78.5,0.853,8.91,7.57
USA,2020,100000000,3924200000000,39242,6.21,8.88,62.8,0.678,18.57,1.23
USA,2020,1046000000,79384078000000,75893,1.86,10.67,74.2,0.831,7.2,1.87
USA,2020,1297000000,92719936000000,71488,1.97,11.42,71.0,0.624,1.72,-2.56
USA,2020,279000000,10724760000000,38440,-0.4,3.92,70.9,0.596,15.91,8.06
USA,2020,1225000000,72758875000000,59395,11.36,7.37,79.9,0.806,11.64,-2.56
USA,2020,635000000,39427150000000,62090,4.58,2.73,64.3,0.888,2.67,3.72
USA,2020,493000000,34758472000000,70504,2.97,9.91,78.1,0.695,16.95,2.24
USA,2020,1062000000,19264680000000,18140,-0.48,10.59,74.0,0.774,4.08,8.35
USA,2020,717000000,37422381000000,52193,9.59,11.69,82.6,0.855,7.95,1.43
USA,2020,30000000,675930000000,22531,3.91,16.77,80.3,0.835,7.1,0.3
USA,2020,598000000,16808584000000,28108,5.02,5.56,65.4,0.882,4.22,-0.95
USA,2020,1093000000,9447892000000,8644,-0.73,3.01,82.8,0.696,16.51,8.73
USA,2020,42000000,309834000000,7377,9.97,17.11,62.2,0.782,15.83,7.17
USA,2020,305000000,25556255000000,83791,11.93,17.76,76.8,0.91,5.59,2.19
USA,2020,228000000,14430348000000,63291,9.99,5.9,71.3,0.676,14.95,7.81
USA,2020,88000000,3457784000000,39293,11.87,12.33,74.0,0.658,11.36,1.9
USA,2020,16000000,1042880000000,65180,7.53,5.03,73.6,0.722,4.94,4.66
USA,2020,249000000,10639521000000,42729,10.39,10.55,82.9,0.797,9.31,5.89
USA,2020,146000000,11202288000000,76728,9.15,4.76,62.1,0.944,15.8,3.76
USA,2020,463000000,12361637000000,26699,11.26,4.55,70.0,0.77,12.94,-1.18
China,2020,561000000,14159640000000,25240,9.04,17.47,72.9,0.932,17.56,7.81
China,2020,392000000,6255144000000,15957,4.0,12.62,80.7,0.891,2.84,5.13
China,2020,57000000,2388813000000,41909,3.04,2.83,73.8,0.602,13.36,1.9
China,2020,668000000,11403428000000,17071,0.65,3.76,78.6,0.946,9.1,7.03
China,2020,507000000,9990942000000,19706,4.64,15.14,77.3,0.647,8.06,6.21
China,2020,1143000000,81540477000000,71339,0.4,7.77,62.6,0.737,5.01,0.62
China,2020,699000000,54005439000000,77261,10.24,3.33,64.1,0.604,8.85,2.22
China,2020,1307000000,47991733000000,36719,9.81,2.17,66.2,0.623,5.53,1.56
China,2020,444000000,2008656000000,4524,11.42,4.79,80.5,0.792,8.05,3.22
China,2020,651000000,42051345000000,64595,7.77,4.46,74.8,0.928,6.0,6.6
China,2020,19000000,1442138000000,75902,4.69,3.42,62.6,0.847,3.67,-1.01
China,2020,997000000,16717696000000,16768,0.63,16.4,74.5,0.931,10.45,1.34
China,2020,996000000,42681588000000,42853,5.52,16.67,63.9,0.574,1.82,1.78
China,2020,1304000000,22008912000000,16878,4.63,10.75,80.4,0.616,10.54,0.2
China,2020,848000000,19714304000000,23248,2.07,17.75,69.6,0.761,9.68,1.12
China,2020,122000000,1275998000000,10459,-0.49,16.62,84.5,0.802,3.1,-0.68
China,2020,659000000,21307447000000,32333,-0.56,7.47,68.5,0.684,16.84,3.7
China,2020,160000000,6677120000000,41732,5.82,13.03,84.8,0.843,17.85,8.4
China,2020,791000000,11507468000000,14548,9.08,11.58,70.8,0.892,13.96,7.8
China,2020,978000000,54226188000000,55446,6.9,15.54,69.7,0.778,8.1,-0.94
India,2020,392000000,917672000000,2341,2.61,10.48,77.9,0.792,13.85,5.15
India,2020,1275000000,83503575000000,65493,10.27,7.16,73.9,0.552,7.43,6.76
India,2020,817000000,4087451000000,5003,1.73,6.28,83.7,0.899,18.93,3.62
India,2020,1145000000,56080955000000,48979,0.17,17.21,72.3,0.677,12.37,3.1
India,2020,757000000,51264040000000,67720,11.05,15.1,82.4,0.658,14.42,-1.73
India,2020,943000000,2867663000000,3041,5.91,8.61,80.5,0.677,12.04,4.52
India,2020,1364000000,56817420000000,41655,6.09,10.18,74.1,0.595,6.66,-2.18
India,2020,1260000000,50330700000000,39945,5.56,9.93,74.4,0.552,12.03,4.09
India,2020,526000000,17312764000000,32914,1.03,17.03,73.7,0.601,11.15,-0.22
India,2020,1331000000,111579061000000,83831,8.42,16.83,77.2,0.563,5.15,4.22
India,2020,315000000,5780565000000,18351,5.45,17.05,84.1,0.631,4.63,4.37
India,2020,1122000000,69974652000000,62366,4.49,9.97,66.8,0.721,12.07,6.03
India,2020,114000000,1705668000000,14962,11.39,11.03,73.3,0.915,0.84,5.45
India,2020,626000000,14650904000000,23404,10.05,5.14,81.3,0.776,1.0,2.64
India,2020,1113000000,85136709000000,76493,0.62,7.97,73.2,0.744,18.47,1.64
India,2020,604000000,40296464000000,66716,8.69,4.48,75.4,0.856,16.63,-2.38
India,2020,320000000,14558720000000,45496,11.56,6.87,81.6,0.617,19.74,3.45
India,2020,457000000,17879211000000,39123,10.9,14.64,78.6,0.726,5.01,4.63
India,2020,519000000,2279448000000,4392,8.24,3.0,72.6,0.669,10.91,5.02
India,2020,1233000000,2295846000000,1862,4.14,11.67,64.0,0.955,8.06,-0.35
Germany,2020,80000000,5268560000000,65857,4.64,16.07,63.2,0.861,16.54,-2.59
Germany,2020,184000000,4948864000000,26896,-0.69,12.67,66.0,0.606,5.88,2.37
Germany,2020,609000000,9212952000000,15128,7.26,17.81,79.7,0.895,15.58,4.02
Germany,2020,1378000000,63295674000000,45933,0.98,11.24,72.1,0.849,11.99,5.79
Germany,2020,222000000,13823496000000,62268,11.71,14.57,64.5,0.554,16.34,6.31
Germany,2020,784000000,21133504000000,26956,11.07,12.12,73.8,0.567,9.95,1.55
Germany,2020,898000000,38037484000000,42358,3.48,15.58,70.5,0.59,5.4,7.04
Germany,2020,1064000000,50477224000000,47441,9.34,2.09,67.0,0.903,16.38,0.69
Germany,2020,122000000,7169696000000,58768,3.18,12.38,81.5,0.958,3.89,2.51
Germany,2020,1330000000,52645390000000,39583,4.76,10.46,72.5,0.718,11.68,1.74
Germany,2020,611000000,44959213000000,73583,4.41,14.49,65.6,0.744,5.03,8.13
Germany,2020,21000000,989625000000,47125,2.62,9.78,70.8,0.943,9.33,3.3
Germany,2020,218000000,15068160000000,69120,-0.43,6.56,71.4,0.948,17.84,3.6
Germany,2020,1371000000,74157390000000,54090,7.07,15.0,70.5,0.816,4.74,-0.27
Germany,2020,551000000,29996440000000,54440,11.69,15.3,84.1,0.851,12.27,4.26
Germany,2020,1166000000,94372542000000,80937,4.6,11.98,62.6,0.929,13.49,6.51
Germany,2020,222000000,12591396000000,56718,4.38,6.78,81.4,0.862,3.59,8.63
Germany,2020,425000000,2007275000000,4723,0.74,10.97,72.1,0.941,1.4,7.89
Germany,2020,1340000000,57771420000000,43113,5.71,11.2,77.3,0.63,7.72,5.62
Germany,2020,430000000,31680680000000,73676,4.46,16.19,64.7,0.628,18.98,-0.08
Japan,2020,706000000,56403046000000,79891,11.34,6.02,64.6,0.817,1.42,7.51
Japan,2020,146000000,5149420000000,35270,10.77,15.32,62.9,0.772,16.4,3.97
Japan,2020,731000000,12810044000000,17524,3.57,7.34,69.4,0.579,13.02,2.9
Japan,2020,1257000000,8723580000000,6940,3.23,16.45,79.8,0.778,7.98,7.23
Japan,2020,897000000,50397945000000,56185,2.65,13.7,77.5,0.834,12.84,3.17
Japan,2020,1149000000,20066136000000,17464,-0.84,14.17,65.3,0.615,3.46,6.19
Japan,2020,844000000,55261744000000,65476,-0.34,3.07,67.4,0.561,5.15,-0.62
Japan,2020,731000000,57872539000000,79169,1.82,8.23,71.4,0.884,2.9,7.77
Japan,2020,1383000000,3594417000000,2599,6.64,4.69,65.6,0.642,7.15,4.65
Japan,2020,481000000,18223647000000,37887,3.15,5.49,82.0,0.57,15.48,7.42
Japan,2020,768000000,2312448000000,3011,10.26,11.73,70.3,0.773,7.38,0.1
Japan,2020,360000000,802440000000,2229,2.05,9.43,67.5,0.691,4.07,-0.14
Japan,2020,1377000000,103084974000000,74862,3.55,11.05,73.5,0.657,10.95,-2.91
Japan,2020,1202000000,27707302000000,23051,0.81,12.63,83.0,0.672,15.21,8.38
Japan,2020,1256000000,61069232000000,48622,11.03,3.25,76.9,0.572,9.74,-2.55
Japan,2020,1116000000,52341516000000,46901,11.03,9.35,83.7,0.618,3.88,8.81
Japan,2020,843000000,37075140000000,43980,3.27,9.82,70.2,0.752,1.25,0.45
Japan,2020,660000000,53718060000000,81391,8.11,11.92,72.7,0.805,14.07,3.91
Japan,2020,371000000,15160173000000,40863,11.37,9.5,77.8,0.719,19.28,2.47
Japan,2020,959000000,22444436000000,23404,2.68,6.18,74.7,0.92,12.95,2.12
UK,2020,420000000,25293240000000,60222,8.72,3.03,68.9,0.743,6.09,6.4
UK,2020,1154000000,22859586000000,19809,6.64,5.58,74.2,0.857,6.98,-2.77
UK,2020,524000000,35495236000000,67739,6.33,9.0,83.6,0.956,15.53,3.43
UK,2020,1183000000,4598321000000,3887,6.75,5.45,83.2,0.81,0.69,2.18
UK,2020,214000000,15058752000000,70368,4.34,15.3,72.9,0.724,19.16,2.27
UK,2020,438000000,3160608000000,7216,-0.03,15.61,62.3,0.759,19.68,3.88
UK,2020,23000000,1616670000000,70290,2.95,14.0,77.6,0.585,9.51,2.77
UK,2020,342000000,6362226000000,18603,10.21,7.23,67.2,0.61,7.21,7.68
UK,2020,69000000,4330440000000,62760,5.16,2.43,81.3,0.917,5.68,1.6
UK,2020,1200000000,93109200000000,77591,10.24,13.04,64.1,0.871,19.12,7.53
UK,2020,1350000000,40751100000000,30186,0.64,15.86,73.4,0.849,18.55,-0.44
UK,2020,53000000,1285992000000,24264,0.11,9.32,81.7,0.802,10.68,8.96
UK,2020,64000000,3215232000000,50238,4.89,3.13,73.4,0.876,6.47,7.96
UK,2020,992000000,29497120000000,29735,11.93,11.39,68.3,0.721,18.5,5.31
UK,2020,552000000,6258024000000,11337,3.99,3.82,73.6,0.903,6.29,7.57
UK,2020,548000000,39222552000000,71574,5.11,12.59,80.7,0.936,7.45,1.69
UK,2020,797000000,44082867000000,55311,2.48,15.81,79.6,0.793,7.02,5.69
UK,2020,146000000,2872258000000,19673,8.62,8.69,79.5,0.791,7.48,0.8
UK,2020,1034000000,19896228000000,19242,5.93,10.53,84.0,0.933,16.0,6.81
UK,2020,366000000,1898442000000,5187,2.59,8.34,65.1,0.677,19.29,8.25
France,2020,674000000,2995256000000,4444,8.13,17.45,76.7,0.718,3.79,4.83
France,2020,815000000,43600055000000,53497,4.75,12.95,85.0,0.846,17.18,7.44
France,2020,1143000000,13126212000000,11484,10.36,7.65,81.0,0.728,4.7,6.93
France,2020,1249000000,106001381000000,84869,9.85,13.02,64.2,0.628,12.58,8.59
France,2020,59000000,2413513000000,40907,9.33,15.66,65.2,0.569,17.37,0.14
France,2020,1099000000,47036101000000,42799,1.51,9.91,63.4,0.908,17.28,2.24
France,2020,1389000000,29528751000000,21259,11.83,11.59,81.7,0.58,4.95,0.79
France,2020,871000000,17576780000000,20180,5.4,12.99,72.5,0.789,6.05,-0.59
France,2020,1286000000,95237302000000,74057,-0.19,10.55,84.2,0.923,10.51,-0.04
France,2020,1310000000,62135920000000,47432,5.85,5.75,64.2,0.867,7.82,0.16
France,2020,435000000,22042755000000,50673,3.95,7.58,77.6,0.937,10.9,4.76
France,2020,226000000,9595734000000,42459,1.74,6.57,69.1,0.909,10.9,3.67
France,2020,1083000000,50995221000000,47087,0.31,7.13,75.3,0.89,4.26,6.6
France,2020,1357000000,13768122000000,10146,9.9,9.67,74.2,0.674,17.05,0.5
France,2020,440000000,2614040000000,5941,4.08,5.46,79.8,0.689,17.3,0.33
France,2020,728000000,29529136000000,40562,6.66,7.04,76.3,0.574,7.57,1.24
France,2020,1215000000,70619445000000,58123,9.43,9.9,83.9,0.613,14.79,1.77
France,2020,439000000,5302681000000,12079,3.35,7.99,73.2,0.751,15.94,6.51
France,2020,823000000,24448038000000,29706,9.0,11.55,62.8,0.889,17.75,4.68
France,2020,1042000000,50312970000000,48285,6.57,2.88,73.9,0.633,9.6,4.22
Canada,2020,456000000,7658976000000,16796,-0.15,9.92,77.6,0.765,16.41,8.98
Canada,2020,534000000,24302874000000,45511,4.08,11.28,69.2,0.647,17.25,0.2
Canada,2020,1217000000,63403266000000,52098,8.24,12.46,77.5,0.895,3.59,0.3
Canada,2020,133000000,10314150000000,77550,3.36,10.15,71.4,0.658,3.85,0.73
Canada,2020,122000000,7252046000000,59443,2.66,3.01,82.2,0.815,10.18,0.87
Canada,2020,1394000000,64590990000000,46335,0.26,12.9,65.0,0.683,13.88,4.69
Canada,2020,557000000,18032875000000,32375,-0.23,13.65,79.1,0.826,1.33,0.03
Canada,2020,34000000,1962208000000,57712,6.67,10.69,84.0,0.95,5.23,6.65
Canada,2020,1384000000,31386352000000,22678,-0.44,12.61,69.7,0.744,13.44,-1.38
Canada,2020,259000000,10671318000000,41202,7.19,14.95,76.7,0.691,18.25,0.05
Canada,2020,1268000000,48769816000000,38462,1.93,10.32,64.9,0.677,1.94,-0.83
Canada,2020,46000000,3139086000000,68241,3.44,14.39,72.5,0.568,11.24,1.42
Canada,2020,329000000,2032891000000,6179,11.73,10.25,84.7,0.612,16.47,7.56
Canada,2020,1123000000,51490673000000,45851,4.77,8.42,71.7,0.777,19.69,-0.62
Canada,2020,843000000,14341116000000,17012,1.79,5.04,73.2,0.624,10.21,5.73
Canada,2020,206000000,1886754000000,9159,5.83,6.61,83.8,0.748,3.69,3.53
Canada,2020,1057000000,12532849000000,11857,0.24,2.65,73.4,0.844,7.52,4.72
Canada,2020,535000000,13132110000000,24546,5.94,16.71,71.4,0.705,0.68,1.52
Canada,2020,716000000,41437784000000,57874,9.49,10.49,82.3,0.57,8.32,1.8
Canada,2020,1112000000,13031528000000,11719,6.09,10.82,83.9,0.844,16.31,8.97
Brazil,2020,90000000,2163150000000,24035,8.66,17.8,82.4,0.831,12.99,4.72
Brazil,2020,775000000,24410950000000,31498,1.86,10.12,67.5,0.928,0.59,-2.18
Brazil,2020,557000000,38116624000000,68432,4.77,5.88,84.0,0.69,14.89,4.68
Brazil,2020,799000000,44752789000000,56011,0.26,9.41,66.0,0.723,9.68,-2.05
Brazil,2020,113000000,5309870000000,46990,11.4,3.42,62.3,0.86,7.98,4.43
Brazil,2020,395000000,22799795000000,57721,5.21,12.79,77.6,0.878,11.06,-2.7
Brazil,2020,1361000000,86385392000000,63472,2.14,15.67,75.4,0.832,13.89,7.22
Brazil,2020,1061000000,36916434000000,34794,-0.3,6.13,62.5,0.649,5.64,7.32
Brazil,2020,102000000,2591004000000,25402,10.29,7.3,74.7,0.636,3.73,-2.66
Brazil,2020,167000000,12809735000000,76705,5.7,9.52,75.3,0.689,2.6,-2.75
Brazil,2020,849000000,37880682000000,44618,8.81,14.62,77.7,0.917,13.58,2.74
Brazil,2020,812000000,63881664000000,78672,-0.92,14.22,83.7,0.731,11.28,-1.51
Brazil,2020,1298000000,79525864000000,61268,3.17,3.5,81.2,0.911,11.19,-1.34
Brazil,2020,428000000,32538700000000,76025,8.74,9.37,64.8,0.671,12.65,8.05
Brazil,2020,107000000,1564661000000,14623,0.73,4.95,80.9,0.633,4.76,-0.08
Brazil,2020,1218000000,52372782000000,42999,8.37,9.98,83.3,0.911,3.03,5.09
Brazil,2020,378000000,27889218000000,73781,11.97,4.73,64.9,0.641,3.55,7.45
Brazil,2020,1312000000,88647904000000,67567,6.1,11.9,66.2,0.709,14.8,7.65
Brazil,2020,456000000,18120528000000,39738,1.62,16.86,62.8,0.836,9.45,-0.28
Brazil,2020,1225000000,37818200000000,30872,2.12,10.19,72.6,0.72,17.88,3.2
Australia,2020,435000000,1275420000000,2932,1.76,8.5,72.3,0.791,13.46,7.44
Australia,2020,818000000,39308990000000,48055,3.87,7.6,68.1,0.652,17.46,7.49
Australia,2020,1195000000,38905615000000,32557,3.49,6.74,69.2,0.779,3.24,8.88
Australia,2020,638000000,20993390000000,32905,4.44,10.93,75.1,0.599,2.73,7.02
Australia,2020,1075000000,71969100000000,66948,0.03,3.21,81.3,0.944,8.66,7.65
Australia,2020,1308000000,55913076000000,42747,11.34,15.3,71.6,0.568,11.74,3.54
Australia,2020,1103000000,40507675000000,36725,11.59,13.07,66.2,0.738,18.98,8.1
Australia,2020,1276000000,51582300000000,40425,2.65,16.3,82.0,0.738,6.27,4.84
Australia,2020,437000000,12860036000000,29428,9.05,5.5,76.0,0.552,9.5,-1.52
Australia,2020,180000000,11619720000000,64554,-0.78,8.5,62.6,0.886,6.07,6.76
Australia,2020,232000000,9462584000000,40787,8.66,11.64,67.2,0.865,4.84,8.11
Australia,2020,297000000,19601406000000,65998,1.29,16.14,83.3,0.558,19.66,7.59
Australia,2020,877000000,7263314000000,8282,1.84,8.49,70.8,0.77,6.82,8.95
Australia,2020,520000000,9180600000000,17655,7.5,14.84,64.3,0.708,13.77,5.86
Australia,2020,342000000,17923878000000,52409,8.37,9.21,82.4,0.63,16.86,7.99
Australia,2020,1250000000,72161250000000,57729,1.2,7.55,70.5,0.911,3.86,1.97
Australia,2020,760000000,54086160000000,71166,5.73,10.53,62.7,0.716,13.46,4.75
Australia,2020,1169000000,6379233000000,5457,8.43,4.6,84.8,0.557,4.29,4.56
Australia,2020,1326000000,93199236000000,70286,4.07,12.89,72.4,0.678,6.62,2.15
Australia,2020,226000000,8221880000000,36380,8.28,4.7,75.3,0.93,16.36,6.81
Italy,2020,384000000,14706432000000,38298,9.47,2.2,67.2,0.663,13.72,8.78
Italy,2020,441000000,29100708000000,65988,5.48,6.59,78.7,0.554,18.18,0.6
Italy,2020,369000000,21919338000000,59402,9.74,13.66,80.1,0.91,9.35,2.16
Italy,2020,282000000,18692934000000,66287,11.63,12.5,72.7,0.589,7.24,-2.75
Italy,2020,1306000000,13736508000000,10518,7.28,8.22,71.7,0.751,10.43,5.32
Italy,2020,442000000,25262952000000,57156,1.31,15.85,68.2,0.831,13.44,4.6
Italy,2020,162000000,4837968000000,29864,11.87,11.67,77.5,0.554,3.0,8.55
Italy,2020,1122000000,65229714000000,58137,11.57,7.05,77.9,0.935,17.27,2.54
Italy,2020,545000000,39590980000000,72644,9.44,5.96,81.6,0.555,17.94,5.07
Italy,2020,943000000,70751404000000,75028,3.45,16.63,71.2,0.842,14.74,1.78
Italy,2020,961000000,18506938000000,19258,4.21,15.17,67.3,0.878,1.98,4.13
Italy,2020,1241000000,41480425000000,33425,1.15,8.96,76.7,0.789,16.85,-0.14
Italy,2020,1132000000,82337152000000,72736,7.71,2.16,70.5,0.751,18.34,-1.87
Italy,2020,887000000,42120082000000,47486,2.41,9.35,74.9,0.618,18.03,-1.2
Italy,2020,660000000,22832040000000,34594,2.99,17.99,67.0,0.63,5.96,-1.72
Italy,2020,778000000,38785634000000,49853,0.02,6.71,78.7,0.818,6.46,0.4
Italy,2020,213000000,10823595000000,50815,8.95,17.06,67.2,0.834,4.15,4.98
Italy,2020,1305000000,20612475000000,15795,10.39,7.44,68.5,0.772,7.52,3.29
Italy,2020,523000000,33508610000000,64070,1.7,11.74,64.6,0.644,2.26,5.28
Italy,2020,328000000,15351712000000,46804,2.56,15.71,74.0,0.741,6.9,3.2
South Korea,2020,721000000,35149471000000,48751,0.66,12.3,67.2,0.873,6.76,5.3
South Korea,2020,459000000,24132384000000,52576,9.1,17.49,67.8,0.832,10.78,5.66
South Korea,2020,1275000000,16008900000000,12556,10.67,10.98,72.2,0.572,6.42,4.94
South Korea,2020,716000000,7769316000000,10851,3.95,2.77,75.9,0.689,3.01,4.41
South Korea,2020,1074000000,9758364000000,9086,0.88,16.4,65.6,0.927,16.73,8.5
South Korea,2020,249000000,5660766000000,22734,9.92,4.73,78.0,0.872,5.72,-0.66
South Korea,2020,974000000,65492734000000,67241,3.08,15.88,68.0,0.604,7.86,2.24
South Korea,2020,410000000,26525770000000,64697,3.53,14.34,84.2,0.916,19.67,2.31
South Korea,2020,546000000,22135932000000,40542,8.9,8.61,69.7,0.599,12.37,7.16
South Korea,2020,1164000000,61776972000000,53073,11.99,8.53,82.2,0.624,6.98,1.67
South Korea,2020,345000000,3705645000000,10741,0.8,16.59,66.3,0.747,5.12,7.56
South Korea,2020,348000000,25656300000000,73725,0.74,10.26,71.7,0.63,18.22,8.19
South Korea,2020,354000000,12183264000000,34416,7.48,9.37,78.7,0.871,6.05,-2.33
South Korea,2020,1137000000,5954469000000,5237,6.69,13.37,74.0,0.886,11.35,5.86
South Korea,2020,27000000,748170000000,27710,5.26,16.47,73.2,0.834,10.86,8.19
South Korea,2020,161000000,4660789000000,28949,2.67,4.66,82.0,0.95,4.23,0.43
South Korea,2020,509000000,5739993000000,11277,6.87,13.35,67.9,0.889,9.31,2.97
South Korea,2020,752000000,60327696000000,80223,4.93,2.53,62.9,0.947,6.13,1.21
South Korea,2020,639000000,22554144000000,35296,0.2,15.92,71.2,0.816,6.32,-1.48
South Korea,2020,453000000,15820119000000,34923,8.97,10.63,77.3,0.849,11.66,5.16
Mexico,2020,401000000,28510298000000,71098,1.39,8.99,81.3,0.642,15.69,6.92
Mexico,2020,1294000000,20320976000000,15704,10.55,4.18,80.4,0.814,15.6,-2.47
Mexico,2020,543000000,3521898000000,6486,8.28,11.55,70.3,0.93,5.72,2.43
Mexico,2020,233000000,17934243000000,76971,4.45,14.34,77.8,0.881,5.26,2.79
Mexico,2020,687000000,54826722000000,79806,7.03,15.8,77.2,0.862,5.99,8.29
Mexico,2020,1205000000,88381930000000,73346,0.01,5.94,72.5,0.58,13.72,3.3
Mexico,2020,184000000,6342480000000,34470,1.57,17.38,68.5,0.728,14.82,6.75
Mexico,2020,705000000,29492970000000,41834,-0.18,15.89,76.6,0.665,9.8,-1.09
Mexico,2020,915000000,43296885000000,47319,10.89,16.83,83.5,0.932,16.0,-1.84
Mexico,2020,219000000,7900206000000,36074,8.95,9.87,65.5,0.761,13.77,7.04
Mexico,2020,896000000,26221440000000,29265,9.94,11.84,75.4,0.79,19.54,4.44
Mexico,2020,1090000000,35150320000000,32248,3.63,4.4,84.5,0.646,7.66,-2.44
Mexico,2020,527000000,2380459000000,4517,5.89,9.41,85.0,0.871,9.2,2.04
Mexico,2020,1175000000,30874300000000,26276,2.95,14.54,69.3,0.952,3.32,-0.9
Mexico,2020,711000000,3151863000000,4433,4.93,15.71,65.7,0.642,12.52,-0.18
Mexico,2020,930000000,16086210000000,17297,1.84,12.16,77.1,0.57,15.87,8.25
Mexico,2020,620000000,41502180000000,66939,9.23,6.93,82.7,0.942,14.28,1.92
Mexico,2020,712000000,1907448000000,2679,1.4,16.11,83.4,0.84,18.4,1.01
Mexico,2020,173000000,9585584000000,55408,5.23,17.98,75.7,0.893,13.16,1.94
Mexico,2020,1003000000,71763647000000,71549,2.14,8.25,84.1,0.928,12.45,5.48
Indonesia,2020,668000000,44791404000000,67053,10.72,3.22,84.4,0.621,1.39,-2.73
Indonesia,2020,833000000,3628548000000,4356,8.61,5.86,83.7,0.864,3.21,6.37
Indonesia,2020,439000000,3527804000000,8036,2.92,4.75,80.3,0.829,12.4,1.37
Indonesia,2020,304000000,8342672000000,27443,4.49,17.55,62.8,0.944,7.15,6.66
Indonesia,2020,1198000000,98722388000000,82406,6.13,9.8,70.1,0.773,7.68,2.99
Indonesia,2020,886000000,17610136000000,19876,7.29,9.21,82.5,0.708,12.09,0.96
Indonesia,2020,378000000,26101278000000,69051,8.92,16.7,78.0,0.849,18.18,8.14
Indonesia,2020,758000000,52795458000000,69651,1.26,8.07,64.4,0.921,8.87,8.72
